Optical Power Monitor
1.1.2315.102
Delimiter Used: ;

Start of Measurement ; 8/6/2019 18:31:49
Sample Interval ; 1 s
; PM100D 18112641
Type; PM100D
Serialnumber; P0009872
Sensor; S130VC
SensorSerialnumber; 18112641
Wavelength / Responsivity; 372 nm

;;;PM100D 18112641; PM100D 18112641; 
Samples ;Date (MM/dd/yyyy) ;Time of day (hh:mm:ss) ;Power (W);Irradiance (W/cm²);
78; 8/6/2019; 18:33:07;3.4038E-10;4.802E-10
79; 8/6/2019; 18:33:08;3.8957E-10;5.496E-10
80; 8/6/2019; 18:33:09;3.713E-10;5.2383E-10
81; 8/6/2019; 18:33:10;3.5645E-10;5.0288E-10
82; 8/6/2019; 18:33:11;3.3527E-10;4.7299E-10
83; 8/6/2019; 18:33:12;3.7179E-10;5.2452E-10
84; 8/6/2019; 18:33:13;4.2244E-10;5.9597E-10
85; 8/6/2019; 18:33:14;3.9904E-10;5.6296E-10
86; 8/6/2019; 18:33:15;4.1099E-10;5.7983E-10
87; 8/6/2019; 18:33:16;3.9322E-10;5.5475E-10
88; 8/6/2019; 18:33:17;3.9736E-10;5.6059E-10
89; 8/6/2019; 18:33:18;4.0588E-10;5.7261E-10
90; 8/6/2019; 18:33:19;3.7349E-10;5.2692E-10
91; 8/6/2019; 18:33:20;3.8494E-10;5.4307E-10
92; 8/6/2019; 18:33:21;3.8762E-10;5.4685E-10
93; 8/6/2019; 18:33:22;3.9224E-10;5.5338E-10
94; 8/6/2019; 18:33:23;3.6936E-10;5.2108E-10
95; 8/6/2019; 18:33:24;3.9931E-10;5.6334E-10
96; 8/6/2019; 18:33:25;4.3997E-10;6.2071E-10
97; 8/6/2019; 18:33:26;4.794E-10;6.7633E-10
98; 8/6/2019; 18:33:27;4.3729E-10;6.1693E-10
99; 8/6/2019; 18:33:28;4.9525E-10;6.9869E-10
100; 8/6/2019; 18:33:29;4.3364E-10;6.1178E-10
101; 8/6/2019; 18:33:30;4.7163E-10;6.6537E-10
102; 8/6/2019; 18:33:31;4.3607E-10;6.1521E-10
103; 8/6/2019; 18:33:32;4.7577E-10;6.7121E-10
104; 8/6/2019; 18:33:33;4.7406E-10;6.688E-10
105; 8/6/2019; 18:33:34;4.5799E-10;6.4613E-10
106; 8/6/2019; 18:33:35;4.3973E-10;6.2037E-10
107; 8/6/2019; 18:33:36;4.4533E-10;6.2827E-10
108; 8/6/2019; 18:33:37;4.8672E-10;6.8667E-10
109; 8/6/2019; 18:33:38;6.9605E-11;9.8198E-11
110; 8/6/2019; 18:33:39;-2.2683E-11;-1.6199E-11
111; 8/6/2019; 18:33:40;-2.5118E-11;-3.5437E-11
112; 8/6/2019; 18:33:41;-1.0021E-11;-1.4138E-11
113; 8/6/2019; 18:33:42;-2.5118E-11;-3.5437E-11
114; 8/6/2019; 18:33:43;-6.4565E-11;-9.1088E-11
115; 8/6/2019; 18:33:44;-9.2903E-12;-1.3107E-11
116; 8/6/2019; 18:33:45;7.8369E-11;1.1056E-10
