#Thorlabs FTS
[SpectrumHeader]
#Date;20181218
#Time;19474940
#GMTTime;19474940
#XAxisUnit;nm_air
#YAxisUnit;cal_intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;500.000000
#TriggerMode;0
#InterferometerSerial;M00461244
#Source;
#AirMeasureOpt;0
#WnrMin;9746.767578
#WnrMax;49972.015625
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
2.001119995e+002;-5.937510286e-004
2.003113098e+002;1.315214555e-003
2.005106506e+002;6.430436042e-004
2.007100067e+002;8.547774516e-003
2.009093781e+002;3.950125072e-003
2.011087646e+002;-2.583377296e-003
2.013081818e+002;1.637856709e-003
2.015076294e+002;-1.635616063e-004
2.017070770e+002;-8.357326151e-004
2.019065552e+002;5.025598686e-003
2.021060486e+002;8.278906345e-003
2.023055725e+002;-7.012984133e-004
2.025051117e+002;6.369940471e-003
2.027046661e+002;1.100119902e-003
2.029042511e+002;1.664743526e-003
2.031038513e+002;2.793990774e-003
2.033034668e+002;2.128541528e-004
2.035031128e+002;-3.658850910e-003
2.037027740e+002;1.879838179e-003
2.039024506e+002;-3.524416592e-003
2.041021576e+002;4.407200962e-003
2.043018799e+002;9.119120077e-004
2.045016174e+002;-4.115927033e-003
2.047013702e+002;2.256253967e-003
2.049011536e+002;-1.857432537e-003
2.051009674e+002;-5.352721550e-003
2.053007813e+002;2.578896005e-003
2.055006256e+002;2.552009188e-003
2.057005005e+002;6.101072300e-003
2.059003754e+002;3.089745995e-003
2.061002808e+002;4.245880060e-003
2.063002167e+002;1.691630343e-003
2.065001526e+002;1.153893536e-003
2.067001190e+002;1.691630343e-003
2.069001160e+002;7.848716341e-003
2.071001129e+002;-3.631963860e-003
2.073001404e+002;5.912864115e-003
2.075001984e+002;-4.653663840e-003
2.077002563e+002;5.267580040e-003
2.079003448e+002;-6.206379039e-004
2.081004486e+002;9.119120077e-004
2.083005829e+002;3.708143253e-003
2.085007324e+002;1.449648757e-003
2.087008972e+002;-1.669224701e-003
2.089010925e+002;4.676069599e-003
2.091013031e+002;4.272766877e-003
2.093015289e+002;-3.248826542e-004
2.095017853e+002;3.251067130e-003
2.097020569e+002;4.891164135e-003
2.099023438e+002;6.020411383e-003
2.101026611e+002;-2.690924564e-003
2.103029785e+002;-1.427243114e-003
2.105033417e+002;-1.588564133e-003
2.107037048e+002;2.820877591e-003
2.109040985e+002;2.525122371e-003
2.111045074e+002;-1.588564133e-003
2.113049469e+002;9.892116301e-003
2.115054016e+002;4.944937769e-003
2.117058716e+002;-2.979958081e-004
